,command,neutralization,decay,truncation,sharpe,fitness,turnover,weight,subsharpe,correlation
141,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 5))))",Market,10,0.01,1.63,0.71,56.66,Weight is well distributed over instruments.,1.41,-1
142,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 8))))",Subindustry,10,0.01,1.94,0.71,54.82,Weight is well distributed over instruments.,1.51,-1
143,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 8))))",Industry,10,0.01,1.79,0.69,55.63,Weight is well distributed over instruments.,1.46,-1
144,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 8))))",Sector,10,0.01,1.8,0.74,56.29,Weight is well distributed over instruments.,1.46,-1
145,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 8))))",Market,10,0.01,1.65,0.72,56.67,Weight is well distributed over instruments.,1.42,-1
146,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 13))))",Subindustry,10,0.01,1.94,0.72,54.82,Weight is well distributed over instruments.,1.49,-1
147,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 13))))",Industry,10,0.01,1.79,0.69,55.62,Weight is well distributed over instruments.,1.45,-1
148,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 13))))",Sector,10,0.01,1.81,0.74,56.29,Weight is well distributed over instruments.,1.46,-1
149,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 13))))",Market,10,0.01,1.67,0.73,56.68,Weight is well distributed over instruments.,1.42,-1
150,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 21))))",Subindustry,10,0.01,1.95,0.73,54.83,Weight is well distributed over instruments.,1.49,-1
151,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 21))))",Industry,10,0.01,1.81,0.7,55.62,Weight is well distributed over instruments.,1.46,-1
152,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 21))))",Sector,10,0.01,1.84,0.76,56.29,Weight is well distributed over instruments.,1.47,-1
153,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 30)), 21))))",Market,10,0.01,1.7,0.75,56.67,Weight is well distributed over instruments.,1.44,-1
154,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 1))))",Subindustry,10,0.01,1.9,0.69,54.88,Weight is well distributed over instruments.,1.49,-1
155,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 1))))",Industry,10,0.01,1.76,0.67,55.67,Weight is well distributed over instruments.,1.47,-1
156,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 1))))",Sector,10,0.01,1.78,0.73,56.32,Weight is well distributed over instruments.,1.48,-1
157,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 1))))",Market,10,0.01,1.66,0.73,56.67,Weight is well distributed over instruments.,1.45,-1
158,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 2))))",Subindustry,10,0.01,1.92,0.7,54.92,Weight is well distributed over instruments.,1.49,-1
159,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 2))))",Industry,10,0.01,1.76,0.67,55.72,Weight is well distributed over instruments.,1.47,-1
160,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 2))))",Sector,10,0.01,1.8,0.74,56.38,Weight is well distributed over instruments.,1.48,-1
161,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 2))))",Market,10,0.01,1.67,0.73,56.74,Weight is well distributed over instruments.,1.45,-1
162,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 3))))",Subindustry,10,0.01,1.92,0.71,54.95,Weight is well distributed over instruments.,1.48,-1
163,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 3))))",Industry,10,0.01,1.77,0.68,55.75,Weight is well distributed over instruments.,1.46,-1
164,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 3))))",Sector,10,0.01,1.8,0.74,56.41,Weight is well distributed over instruments.,1.48,-1
165,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 3))))",Market,10,0.01,1.67,0.73,56.78,Weight is well distributed over instruments.,1.45,-1
166,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 5))))",Subindustry,10,0.01,1.94,0.72,54.96,Weight is well distributed over instruments.,1.48,-1
167,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 5))))",Industry,10,0.01,1.79,0.69,55.76,Weight is well distributed over instruments.,1.46,-1
168,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 5))))",Sector,10,0.01,1.82,0.75,56.43,Weight is well distributed over instruments.,1.48,-1
169,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 5))))",Market,10,0.01,1.69,0.75,56.8,Weight is well distributed over instruments.,1.45,-1
170,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 8))))",Subindustry,10,0.01,1.95,0.72,54.96,Weight is well distributed over instruments.,1.49,-1
171,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 8))))",Industry,10,0.01,1.8,0.7,55.76,Weight is well distributed over instruments.,1.46,-1
172,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 8))))",Sector,10,0.01,1.84,0.76,56.43,Weight is well distributed over instruments.,1.48,-1
173,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 8))))",Market,10,0.01,1.7,0.76,56.8,Weight is well distributed over instruments.,1.45,-1
174,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 13))))",Subindustry,10,0.01,1.95,0.73,54.94,Weight is well distributed over instruments.,1.48,-1
175,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 13))))",Industry,10,0.01,1.8,0.7,55.75,Weight is well distributed over instruments.,1.46,-1
176,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 13))))",Sector,10,0.01,1.84,0.77,56.42,Weight is well distributed over instruments.,1.48,-1
177,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 13))))",Market,10,0.01,1.71,0.76,56.79,Weight is well distributed over instruments.,1.45,-1
178,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 21))))",Subindustry,10,0.01,1.98,0.74,54.94,Weight is well distributed over instruments.,1.5,-1
179,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 21))))",Industry,10,0.01,1.83,0.72,55.73,Weight is well distributed over instruments.,1.48,-1
180,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 21))))",Sector,10,0.01,1.87,0.79,56.41,Weight is well distributed over instruments.,1.5,-1
181,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 50)), 21))))",Market,10,0.01,1.74,0.78,56.78,Weight is well distributed over instruments.,1.46,-1
182,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 1))))",Subindustry,10,0.01,2.0,0.75,54.98,Weight is well distributed over instruments.,1.5,-1
183,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 1))))",Industry,10,0.01,1.82,0.71,55.79,Weight is well distributed over instruments.,1.48,-1
184,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 1))))",Sector,10,0.01,1.86,0.78,56.45,Weight is well distributed over instruments.,1.52,-1
185,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 1))))",Market,10,0.01,1.72,0.77,56.83,Weight is well distributed over instruments.,1.48,-1
186,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 2))))",Subindustry,10,0.01,1.99,0.75,55.02,Weight is well distributed over instruments.,1.49,-1
187,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 2))))",Industry,10,0.01,1.81,0.71,55.82,Weight is well distributed over instruments.,1.47,-1
188,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 2))))",Sector,10,0.01,1.86,0.78,56.5,Weight is well distributed over instruments.,1.51,-1
189,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 2))))",Market,10,0.01,1.73,0.78,56.88,Weight is well distributed over instruments.,1.47,-1
190,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 3))))",Subindustry,10,0.01,2.0,0.75,55.03,Weight is well distributed over instruments.,1.48,-1
191,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 3))))",Industry,10,0.01,1.82,0.71,55.84,Weight is well distributed over instruments.,1.46,-1
192,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 3))))",Sector,10,0.01,1.86,0.78,56.52,Weight is well distributed over instruments.,1.51,-1
193,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 3))))",Market,10,0.01,1.73,0.78,56.91,Weight is well distributed over instruments.,1.47,-1
194,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 5))))",Subindustry,10,0.01,2.0,0.75,55.04,Weight is well distributed over instruments.,1.46,-1
195,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 5))))",Industry,10,0.01,1.82,0.71,55.85,Weight is well distributed over instruments.,1.44,-1
196,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 5))))",Sector,10,0.01,1.87,0.78,56.53,Weight is well distributed over instruments.,1.49,-1
197,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 5))))",Market,10,0.01,1.74,0.78,56.92,Weight is well distributed over instruments.,1.46,-1
198,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 8))))",Subindustry,10,0.01,2.0,0.75,55.04,Weight is well distributed over instruments.,1.45,-1
199,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 8))))",Industry,10,0.01,1.82,0.71,55.85,Weight is well distributed over instruments.,1.44,-1
200,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 8))))",Sector,10,0.01,1.87,0.78,56.53,Weight is well distributed over instruments.,1.5,-1
201,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 8))))",Market,10,0.01,1.74,0.78,56.91,Weight is well distributed over instruments.,1.46,-1
202,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 13))))",Subindustry,10,0.01,2.0,0.75,55.02,Weight is well distributed over instruments.,1.45,-1
203,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 13))))",Industry,10,0.01,1.82,0.71,55.83,Weight is well distributed over instruments.,1.44,-1
204,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 13))))",Sector,10,0.01,1.88,0.79,56.51,Weight is well distributed over instruments.,1.5,-1
205,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 13))))",Market,10,0.01,1.74,0.78,56.9,Weight is well distributed over instruments.,1.46,-1
206,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Subindustry,10,0.01,2.02,0.77,55.01,Weight is well distributed over instruments.,1.47,-1
207,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Industry,10,0.01,1.85,0.73,55.81,Weight is well distributed over instruments.,1.46,-1
208,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Sector,10,0.01,1.9,0.8,56.5,Weight is well distributed over instruments.,1.52,-1
209,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Market,10,0.01,1.76,0.8,56.88,Weight is well distributed over instruments.,1.48,-1
210,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Sector,10,0.08,1.9,0.8,56.5,Weight is well distributed over instruments.,1.52,-1
211,"rank(0 - (1 * ((close - vwap) / ts_decay_linear(rank(ts_arg_max(close, 100)), 21))))",Market,10,0.08,1.76,0.8,56.88,Weight is well distributed over instruments.,1.48,-1
